DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day_of_week,is_weekend
2007-01-01 00:00:00,2.5506333333333333,0.1128,241.36133333333333,10.53,0.0,0.5833333333333334,0.0,0,0,0
2007-01-01 01:00:00,2.5234,0.07163333333333334,241.09650000000002,10.443333333333333,0.0,0.0,0.0,1,0,0
2007-01-01 02:00:00,2.582333333333333,0.10666666666666667,243.20016666666666,10.54,0.0,0.3333333333333333,0.0,2,0,0
2007-01-01 03:00:00,2.5416666666666665,0.0901,243.26566666666668,10.4,0.0,0.26666666666666666,0.0,3,0,0
2007-01-01 04:00:00,2.4757333333333333,0.08816666666666667,242.4561666666667,10.110000000000001,0.0,0.0,0.0,4,0,0
2007-01-01 05:00:00,2.4762333333333335,0.10166666666666666,242.34866666666667,10.15,0.0,0.5833333333333334,0.0,5,0,0
2007-01-01 06:00:00,2.4558000000000004,0.08613333333333334,241.22183333333334,10.103333333333333,0.0,0.0,0.0,6,0,0
2007-01-01 07:00:00,2.4472,0.10686666666666667,240.31416666666667,10.120000000000001,0.0,0.55,0.0,7,0,0
2007-01-01 08:00:00,2.441733333333333,0.0781,241.14316666666667,10.046666666666665,0.0,0.05,0.0,8,0,0
2007-01-01 09:00:00,3.1461333333333332,0.06760000000000001,239.77883333333332,13.053333333333333,0.0,0.0,12.033333333333333,9,0,0
2007-01-01 10:00:00,2.6617333333333333,0.11026666666666667,238.42516666666668,11.103333333333333,0.0,0.5833333333333334,2.4833333333333334,10,0,0
2007-01-01 11:00:00,2.576,0.07116666666666666,237.3245,10.793333333333333,0.0,0.0,0.0,11,0,0
2007-01-01 12:00:00,2.615866666666667,0.12083333333333333,237.75799999999998,10.936666666666667,0.0,0.5666666666666667,0.0,12,0,0
2007-01-01 13:00:00,2.1624,0.06723333333333333,238.6695,9.036666666666667,0.0,0.0,0.0,13,0,0
2007-01-01 14:00:00,1.2944,0.24123333333333333,240.65666666666667,5.61,0.0,0.23333333333333334,9.05,14,0,0
2007-01-01 15:00:00,1.9091666666666667,0.11086666666666667,238.91516666666666,7.930000000000001,0.0,0.35,17.483333333333334,15,0,0
2007-01-01 16:00:00,1.3901000000000001,0.11063333333333333,239.3875,5.746666666666667,0.0,0.0,17.55,16,0,0
2007-01-01 17:00:00,1.6320666666666668,0.1295,237.47633333333334,6.833333333333333,0.0,0.5833333333333334,17.283333333333335,17,0,0
2007-01-01 18:00:00,1.4619,0.0692,238.33633333333333,6.04,0.0,0.0,17.4,18,0,0
2007-01-01 19:00:00,0.7323000000000001,0.12716666666666668,237.75799999999998,3.0866666666666664,0.0,0.4666666666666667,4.716666666666667,19,0,0
2007-01-01 20:00:00,0.4123,0.07113333333333333,237.82683333333335,1.7166666666666666,0.0,0.11666666666666667,0.0,20,0,0
2007-01-01 21:00:00,0.43393333333333334,0.1006,239.42316666666665,1.8299999999999998,0.0,0.0,0.0,21,0,0
2007-01-01 22:00:00,0.4437333333333333,0.1149,241.1243333333333,1.9066666666666667,0.0,0.6,0.0,22,0,0
2007-01-01 23:00:00,0.4499666666666667,0.11496666666666668,243.8275,1.9400000000000002,0.0,0.0,0.0,23,0,0
2007-01-02 00:00:00,0.44643333333333335,0.1211,242.2555,1.9633333333333334,0.0,0.5833333333333334,0.0,0,1,0
2007-01-02 01:00:00,0.43673333333333336,0.09576666666666668,243.27133333333333,1.8766666666666667,0.0,0.0,0.0,1,1,0
2007-01-02 02:00:00,0.43156666666666665,0.08523333333333333,245.75433333333334,1.8266666666666669,0.0,0.0,0.0,2,1,0
2007-01-02 03:00:00,0.46416666666666667,0.14406666666666668,245.737,2.0233333333333334,0.0,0.5833333333333334,0.0,3,1,0
2007-01-02 04:00:00,1.0399666666666667,0.0945,243.61233333333334,4.286666666666666,0.0,0.0,9.983333333333333,4,1,0
